company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
CV Setiawan,"drg. Adiarja Natsir, S.H.","Jl. Lembong No. 68
Pagaralam, Nusa Tenggara Timur 25580",+62-923-500-1479,vickypradana@example.net,Enterprise Solution Selling,Sales & Marketing,Online Training,Keuangan,Menengah,2187708,11,98,Hafshah Usada,Telegram,Diskon,214395384,M-Banking,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",10,Bagus,L3,Gangsa Saptono
UD Hidayanto,Ir. Arsipatra Januar,"Gg. Kutisari Selatan No. 3
Tebingtinggi, Sumatera Selatan 81603",+62-15-607-3066,gatrahassanah@example.org,Hukum Perkreditan Tingkat Lanjut,Finance,Public Training,Kesehatan,Besar,2423579,15,160,R. Humaira Jailani,Linkedin,Bulan,387772640,M-Banking,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,Bakiman Saefullah
UD Kuswandari Wastuti,"Gina Iswahyudi, S.Sos","Gang HOS. Cokroaminoto No. 06
Singkawang, JB 50958",+62 (094) 370-6343,erikprasetya@example.com,"Manajemen Emosi Diri, Temperamen & Kontrol Customer Dalam Penagihan",HR & Training,Public Training,Telekomunikasi,Menengah,1991728,10,99,Gadang Nugroho,WA,Diskon,197181072,ATM,6,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",1,Buruk,L1,Luhung Laksita
CV Farida Simanjuntak,T. Salman Saefullah,"Gang Cikutra Barat No. 9
Padangpanjang, KS 99031",0878316420,yhalim@example.org,Compherensive Train The Trainers,Office & Administration,Public Training,Acara dan Hiburan,Menengah,1881840,11,97,"R.A. Michelle Prasasta, M.Pd",SMS,Musiman,182538480,E-Wallet,27,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Dr. Amelia Permata
PD Lazuardi Farida,Natalia Pratama,"Gg. Ahmad Dahlan No. 4
Tegal, Sumatera Selatan 31554",+62 (829) 697 2675,gamblangsuryatmi@example.org,Bagaimana Menaikkan Bisnis menjadi Level Korporasi bagi senior management,Credit & Collection,Online Training,Keuangan,Menengah,2139617,9,88,Gantar Maryadi,WA,Bulan,188286296,M-Banking,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Mujur Tampubolon
CV Setiawan Hidayanto,Kiandra Simanjuntak,"Jl. Suniaraja No. 5
Yogyakarta, NB 85979",+62 (76) 790 5828,suartinikamal@example.com,Keterampilan Komunikasi Dalam Rapat Dan Diskusi,Leadership & Managerial,Public Training,Retail,Kecil,1730678,5,45,Elon Kusumo,Instagram,Bulan,77880510,ATM,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",10,Bagus,L2,Vega Winarno
PD Zulkarnain,dr. Kadir Firgantoro,"Gang Cikutra Timur No. 260
Kendari, PB 27402",+62 (0252) 138 4080,salwaardianto@example.org,Teknik Analisa Big Data untuk Memaksimalkan Marketing,Sales & Marketing,Online Training,Teknologi,Besar,2247771,16,168,Febi Yulianti,Instagram,Diskon,377625528,E-Wallet,8,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,"Vero Santoso, S.Kom"
CV Tamba,"Hj. Restu Zulaika, S.I.Kom","Gang K.H. Wahid Hasyim No. 35
Gorontalo, SB 21741",+62-080-282-7482,zbudiman@example.org,Succesfully Quality Management to managing change in new normal or Industry 4.0 as a Key Enabler toward Successful Implementation of Total Quality Management  for Banking,Credit & Collection,Online Training,Manufaktur,Kecil,1796725,6,52,Kairav Sihombing,Instagram,Diskon,93429700,Tunai,2,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Muhammad Hidayanto
Perum Permata (Persero) Tbk,"Irma Prastuti, M.Pd","Gg. Ir. H. Djuanda No. 8
Palu, GO 92232",+62-92-297-8307,mayasaripuput@example.com,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Online Training,Energi dan Lingkungan,Besar,2608124,15,136,Silvia Habibi,Facebook,Peristiwa Khusus,354704864,ATM,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Warji Hidayat
UD Prabowo Tbk,Lembah Napitupulu,"Gg. Pasir Koja No. 94
Kota Administrasi Jakarta Barat, Banten 72880",(096) 908 2659,siregarbaktiono@example.org,"Manajemen Pembelian, PPIC & Negosiasi Pengadaan",Leadership & Managerial,Public Training,Acara dan Hiburan,Kecil,1924613,5,45,Jabal Yolanda,Email,Peristiwa Khusus,86607585,ATM,6,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Viktor Nasyiah
PD Halim Tbk,"Juli Anggraini, S.E.I","Gang Pelajar Pejuang No. 918
Gorontalo, Bali 93332",+62-722-358-5997,cwijaya@example.com,Business Leadership through Excellence Execution in Post Covid,Credit & Collection,Online Training,Retail,Besar,1765551,15,157,Jane Utama,Facebook,Hari Spesifik,277191507,ATM,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Harsana Mansur
UD Hastuti Simbolon,dr. Adika Budiman,"Jalan Moch. Toha No. 5
Langsa, SB 39711",(096) 111-3758,gentafirgantoro@example.net,How to detect & prevent application fraud in Digital Era for banking & fintech,HR & Training,Public Training,Energi dan Lingkungan,Menengah,2593052,9,88,Tantri Mardhiyah,WA,Hari Spesifik,228188576,M-Banking,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Adhiarja Prastuti
Perum Damanik Tbk,Uchita Sitorus,"Jalan Jend. Sudirman No. 6
Pagaralam, ST 51602",+62 (072) 205 6055,kmayasari@example.com,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Online Training,Properti dan Real Estat,Kecil,2213497,5,48,Ulya Prayoga,Facebook,Musiman,106247856,Tunai,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Iriana Uwais
PD Saefullah Mansur (Persero) Tbk,"T. Nasrullah Laksmiwati, S.Kom","Jalan Rawamangun No. 46
Tual, MA 77406",+62 (057) 594-5354,eko12@example.net,Collection Analytical Tools & MIS,HR & Training,Public Training,Energi dan Lingkungan,Menengah,2518125,9,97,Laila Suwarno,Linkedin,Hari Spesifik,244258125,M-Banking,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Fitria Mandala
PD Wulandari Tbk,Kadir Prabowo,"Jl. Otto Iskandardinata No. 3
Tangerang, KB 57836",+62 (29) 557 8882,iutami@example.net,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend dan Metode Terbaru",Sales & Marketing,Online Training,Jasa Profesional,Kecil,2371398,5,56,"Hj. Fitria Purnawati, M.Farm",WA,Diskon,132798288,E-Wallet,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Emas Maryadi
UD Suryatmi (Persero) Tbk,Fitria Rahmawati,"Jl. Ahmad Yani No. 581
Jayapura, SG 13731",+62 (000) 010 3153,luluhsimbolon@example.net,Survive & Growth in Post Covid-19 for Financial Industry,Credit & Collection,Online Training,Retail,Menengah,1886863,10,98,Rachel Najmudin,Email,Peristiwa Khusus,184912574,M-Banking,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"Drs. Kezia Halim, S.E."
Perum Rajasa Tbk,Dr. Janet Permata,"Gg. Suniaraja No. 744
Batam, SN 84561",+62-14-877-4233,anggrainisalimah@example.com,Risk & Governance in Digital Era,Credit & Collection,Online Training,Kesehatan,Kecil,2469764,5,57,Drs. Intan Andriani,Linkedin,Bulan,140776548,Tunai,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L2,Winda Salahudin
PD Hutapea Tbk,Sarah Puspita,"Jl. Sadang Serang No. 356
Pematangsiantar, BE 35713",+62 (0468) 169-0783,hamima22@example.net,How To Utilize People & Technology to win market,HR & Training,Public Training,Kesehatan,Kecil,2174923,4,53,"Aditya Suryatmi, S.Sos",WA,Peristiwa Khusus,115270919,Tunai,28,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L2,Zahra Saefullah
Perum Hastuti (Persero) Tbk,"R. Puspa Rajasa, S.Psi","Jl. Pasirkoja No. 011
Banjar, Sulawesi Barat 29568",(072) 907 4097,wmaulana@example.com,Leading & Motivating With NLP,Leadership & Managerial,Public Training,Acara dan Hiburan,Menengah,1708566,10,101,Cinta Usamah,Linkedin,Bulan,172565166,ATM,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Shania Iswahyudi
UD Halim Saefullah (Persero) Tbk,Dadap Waluyo,"Gg. Ciwastra No. 85
Mataram, LA 09353",(064) 185 7535,dpratiwi@example.org,Sales Forecasting,HR & Training,Public Training,Pendidikan,Besar,1917601,15,142,Hj. Puti Suryono,Instagram,Musiman,272299342,Tunai,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Hari Puspita
CV Yolanda Tbk,Bakda Yuniar,"Gang Rajawali Barat No. 94
Manado, Sumatera Barat 24017",+62 (001) 664 6093,zamirahandayani@example.com,Teknik Penagihan Era Covid 19 & PJOK 11 (3/2020),Sales & Marketing,Online Training,Pendidikan,Besar,1901970,13,145,"R.M. Wawan Manullang, S.Gz",SMS,Diskon,275785650,ATM,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",1,Buruk,L1,Ellis Ramadan
UD Nurdiyanti Kuswandari,Ganda Ramadan,"Gang M.H Thamrin No. 4
Pariaman, Kalimantan Timur 05848",+62 (315) 461-3770,rastuti@example.net,Purchasing Excellence Administration,Leadership & Managerial,Public Training,Retail,Menengah,1822222,12,112,"Bagus Wacana, M.Ak",Instagram,Diskon,204088864,ATM,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,R.M. Gaduh Uwais
Perum Sihombing (Persero) Tbk,R. Ghani Wijaya,"Gang Ahmad Yani No. 9
Pekanbaru, Jambi 48877",(090) 572-1164,irma47@example.com,Actuarial Calculation Of The Risk Value,Office & Administration,Public Training,Keuangan,Besar,2018772,15,168,Gatot Simanjuntak,Telegram,Peristiwa Khusus,339153696,E-Wallet,1,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L4,Dr. Rahayu Suwarno
Perum Nurdiyanti Budiyanto,Ismail Nurdiyanti,"Gg. Sukabumi No. 04
Bogor, Sulawesi Tenggara 95193",(026) 125-1173,ganepsafitri@example.org,Effective Time & Activity Management,Leadership & Managerial,Public Training,Acara dan Hiburan,Besar,1817829,15,133,Ida Andriani,Telegram,Hari Spesifik,241771257,Tunai,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Samiah Gunarto
